id	latitude	longitude	scientific_name	additional_species	date	verbatim_environment	environment	identification_support	issues	initial_duplicated_form	source	media	note
147958	44.001	5.044	Halyomorpha halys	NA	2017-08-27	NA	garden	picture	no issues	NA	citizen	Agiir	NA
147960	43.722	7.26	Halyomorpha halys	NA	2017-08-27	NA	garden	picture	no issues	NA	citizen	Agiir	NA
147962	48.578	7.753	Pentatomidae	NA	2017-08-27	NA	garden	picture	stage of development preventing identification	NA	citizen	Agiir	NA
148006	43.711	7.334	NA	NA	2017-08-28	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
148007	43.704	7.332	NA	NA	2017-08-28	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
148008	43.707	7.329	NA	NA	2017-08-28	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
148011	48.599	7.745	NA	NA	2017-08-28	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
148038	48.856	2.302	Halyomorpha halys	NA	2017-08-23	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
148367	43.708	-1.038	Halyomorpha halys	NA	2017-09-09	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
148747	43.65	1.37	Halyomorpha halys	NA	2017-09-22	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
148767	46.196	6.224	Halyomorpha halys	NA	2017-09-23	NA	garden	picture	no issues	NA	citizen	Agiir	NA
148777	48.832	2.336	Halyomorpha halys	NA	2017-09-24	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
148780	48.08	7.362	Pentatomidae	NA	2017-09-24	NA	garden	picture	poor picture definition	NA	citizen	Agiir	NA
148783	47.642	6.857	Pentatomidae	NA	2017-09-24	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
148784	48.94	2.532	Halyomorpha halys	NA	2017-09-24	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
149039	43.262	6.551	Halyomorpha halys	NA	2017-09-28	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
149052	43.956	4.765	Halyomorpha halys	NA	2017-09-28	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
149085	48.842	2.343	Halyomorpha halys	NA	2017-09-29	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
149174	45.313	5.571	NA	NA	2017-10-01	NA	garden	NA	no picture	NA	citizen	Agiir	NA
149380	48.865	2.393	Halyomorpha halys	NA	2017-10-02	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
149658	45.938	-0.976	Leptoglossus occidentalis	NA	2017-10-03	NA	garden	picture	no issues	NA	citizen	Agiir	NA
149737	43.651	6.929	Halyomorpha halys	NA	2017-10-04	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
150223	46.139	5.959	Pentatomidae	NA	2017-10-09	NA	garden	picture	poor picture definition	NA	citizen	Agiir	NA
150318	50.378	2.349	Rhaphigaster nebulosa	NA	2017-10-09	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
150563	48.836	2.35	Halyomorpha halys	NA	2017-10-11	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
150567	48.834	2.313	Halyomorpha halys	NA	2017-10-11	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
150634	48.836	2.35	Halyomorpha halys	NA	2017-10-12	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
150862	45.751	4.829	Halyomorpha halys	NA	2017-10-13	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
150864	50.563	3.003	Aphididae	NA	2017-10-13	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
150865	47.801	0.998	Rhaphigaster nebulosa	NA	2017-10-13	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
150939	43.612	-1.129	Halyomorpha halys	NA	2017-09-21	NA	habitation	specimen	no picture	NA	citizen	Agiir	NA
150940	43.597	-0.741	Halyomorpha halys	NA	2017-09-26	NA	crop	specimen	no picture	NA	citizen	Agiir	NA
150996	48.847	2.306	Halyomorpha halys	NA	2017-10-14	NA	garden	picture	no issues	NA	citizen	Agiir	NA
151011	48.875	2.302	Halyomorpha halys	NA	2017-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151085	48.79	7.419	Leptoglossus occidentalis	NA	2017-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151086	48.79	7.42	Leptoglossus occidentalis	NA	2017-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151094	50.364	3.076	Rhaphigaster nebulosa	NA	2017-10-19	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151112	49.012	2.415	Pentatomidae	NA	2017-10-04	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
151147	43.249	6.574	Halyomorpha halys	NA	2017-10-22	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151152	47.398	5.1	Rhaphigaster nebulosa	NA	2017-10-22	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151186	46.593	-1.438	NA	NA	2017-10-24	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
151229	48.878	2.366	Halyomorpha halys	NA	2017-10-25	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151268	48.874	2.293	Pentatomidae	NA	2017-10-28	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
151282	48.474	7.639	Halyomorpha halys	NA	2017-10-29	NA	garden	picture	no issues	NA	citizen	Agiir	NA
151320	48.852	2.382	Halyomorpha halys	NA	2017-10-31	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151489	48.588	7.742	Pentatomidae	NA	2017-11-12	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
151557	48.589	2.247	Pentatomidae	NA	2017-11-25	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
151558	49.163	2.846	Pentatomidae	NA	2017-11-25	NA	habitation	picture	duplicated form	151557	citizen	Agiir	NA
151582	50.737	2.301	Rhaphigaster nebulosa	NA	2017-11-30	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151595	43.936	4.826	Halyomorpha halys	NA	2017-12-09	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151621	47.324	5.028	Pentatomidae	NA	2017-12-28	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
151636	47.583	7.56	Halyomorpha halys	NA	2018-01-04	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151652	48.854	2.323	Pentatomidae	NA	2018-01-09	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
151658	50.641	3.156	Pentatomidae	NA	2018-01-12	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
151686	50.602	3.021	Pentatomidae	NA	2018-01-19	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
151697	48.847	2.397	Halyomorpha halys	NA	2018-01-22	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151717	48.842	2.299	NA	NA	2018-01-28	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
151721	48.18	1.39	Rhaphigaster nebulosa	NA	2018-01-30	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151725	45.779	3.114	Halyomorpha halys	NA	2018-01-29	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151748	45.31	3.428	Rhaphigaster nebulosa	NA	2018-02-07	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151771	48.63	7.741	Pentatomidae	NA	2018-02-13	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
151783	44.679	-0.483	Halyomorpha halys	NA	2018-02-19	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151814	48.878	2.384	Halyomorpha halys	NA	2018-02-26	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151820	48.46	2.342	Rhaphigaster nebulosa	NA	2018-03-03	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151823	46.122	-0.347	Rhaphigaster nebulosa	NA	2018-03-05	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151825	51.041	2.375	Rhaphigaster nebulosa	NA	2018-03-06	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151832	48.657	2.899	Rhaphigaster nebulosa	NA	2018-03-08	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151847	48.744	1.047	Rhaphigaster nebulosa	NA	2018-03-11	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151848	48.745	1.047	Rhaphigaster nebulosa	NA	2018-03-11	NA	habitation	picture	duplicated form	151847	citizen	Agiir	NA
151870	46.784	1.956	NA	NA	2018-03-13	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
151871	50.519	2.748	Rhaphigaster nebulosa	NA	2018-03-13	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151872	47.27	-1.363	Rhaphigaster nebulosa	NA	2018-03-13	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151892	48.612	1.91	Rhaphigaster nebulosa	NA	2018-03-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
151914	50.259	3.508	NA	NA	2018-03-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
151927	48.558	6.754	Pentatomidae	NA	2018-03-19	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
151995	46.333	4.51	Pentatomidae	NA	2018-03-26	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
152026	46.975	-0.213	Pentatomidae	NA	2018-03-31	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
152046	49.424	2.132	Pentatomidae	NA	2018-04-02	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
152076	48.657	2.899	Rhaphigaster nebulosa	NA	2018-04-04	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
152107	49.369	5.894	Rhaphigaster nebulosa	NA	2018-04-06	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
152128	48.645	1.46	Rhaphigaster nebulosa	NA	2018-04-08	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
152129	48.839	2.405	Halyomorpha halys	NA	2018-04-08	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
152130	48.657	2.899	Pentatomidae	NA	2018-04-08	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
152463	48.57	7.756	Halyomorpha halys	NA	2018-04-20	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
152477	47.395	8.514	Halyomorpha halys	NA	2018-04-20	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
152910	43.71	-0.869	Halyomorpha halys	NA	2018-04-29	NA	garden	picture	no issues	NA	citizen	Agiir	NA
153129	48.63	7.742	NA	NA	2018-05-03	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
153217	47.744	7.32	Halyomorpha halys	NA	2018-05-06	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
153233	48.56	7.618	Halyomorpha halys	NA	2018-05-06	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
153236	48.925	2.188	Arthropoda	NA	2018-05-06	NA	garden	picture	no issues	NA	citizen	Agiir	NA
153335	48.872	2.35	Halyomorpha halys	NA	2018-05-08	NA	garden	picture	no issues	NA	citizen	Agiir	NA
155058	49.01	2.24	NA	NA	2018-05-02	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
155074	48.84	2.347	Nezara viridula	NA	2018-05-24	NA	garden	picture	no issues	NA	citizen	Agiir	NA
155103	44.719	-0.537	Halyomorpha halys	NA	2018-05-24	NA	garden	picture	no issues	NA	citizen	Agiir	NA
155371	48.367	-4.27	Arthropoda	NA	2018-05-27	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
156620	47.291	5.127	Coreus marginatus	NA	2018-06-05	NA	garden	picture	no issues	NA	citizen	Agiir	NA
